order_item_id,order_id,product_id,quantity,price_per_unit,total_price
2511,2511,9,2,268.86,537.72
2512,2512,202,3,318.38,955.14
2513,2513,567,1,85.81,85.81
2514,2514,74,3,18.83,56.49
2515,2515,225,4,381.38,1525.52
2516,2516,248,3,315.52,946.56
2517,2517,540,4,23.57,94.28
2518,2518,410,4,84.56,338.24
2519,2519,107,3,92.55,277.65
2520,2520,335,3,78.17,234.51
2521,2521,280,4,189.68,758.72
2522,2522,17,3,97.47,292.41
2523,2523,251,5,163.08,815.4
2524,2524,158,4,165.61,662.44
2525,2525,42,5,35.19,175.95
2526,2526,448,4,29.49,117.96
2527,2527,274,4,60.8,243.2
2528,2528,649,2,61.33,122.66
2529,2529,508,2,71.17,142.34
2530,2530,50,3,115.37,346.11
2531,2531,212,4,51.58,206.32
2532,2532,307,5,287.24,1436.2
2533,2533,588,1,28.21,28.21
2534,2534,110,5,78.51,392.55
2535,2535,157,5,89.9,449.5
2536,2536,358,4,41.01,164.04
2537,2537,456,2,29.55,59.1
2538,2538,514,3,18.07,54.21
2539,2539,44,2,301.43,602.86
2540,2540,88,3,355.64,1066.92
2541,2541,329,2,71.9,143.8
2542,2542,571,2,83.91,167.82
2543,2543,21,4,42.38,169.52
2544,2544,465,3,47.14,141.42
2545,2545,328,5,86.6,433.0
2546,2546,143,1,192.17,192.17
2547,2547,163,4,253.93,1015.72
2548,2548,187,4,22.48,89.92
2549,2549,267,2,268.11,536.22
2550,2550,622,3,125.5,376.5
2551,2551,408,4,36.14,144.56
2552,2552,657,5,188.25,941.25
2553,2553,274,3,60.8,182.4
2554,2554,405,1,232.07,232.07
2555,2555,457,5,546.74,2733.7
2556,2556,625,1,32.58,32.58
2557,2557,493,3,96.34,289.02
2558,2558,85,5,72.71,363.55
2559,2559,584,1,47.29,47.29
2560,2560,622,5,125.5,627.5
2561,2561,67,4,246.6,986.4
2562,2562,495,3,139.43,418.29
2563,2563,380,1,24.04,24.04
2564,2564,157,5,89.9,449.5
2565,2565,694,3,80.99,242.97
2566,2566,307,1,287.24,287.24
2567,2567,315,5,157.83,789.15
2568,2568,170,3,80.52,241.56
2569,2569,211,1,313.87,313.87
2570,2570,440,3,50.09,150.27
2571,2571,635,5,74.17,370.85
2572,2572,183,5,77.02,385.1
2573,2573,690,2,150.59,301.18
2574,2574,530,3,245.38,736.14
2575,2575,679,5,46.08,230.4
2576,2576,488,3,10.6,31.8
2577,2577,451,4,84.1,336.4
2578,2578,445,3,193.55,580.65
2579,2579,389,3,23.4,70.2
2580,2580,597,1,79.16,79.16
2581,2581,493,1,96.34,96.34
2582,2582,371,3,51.8,155.4
2583,2583,311,5,31.22,156.1
2584,2584,270,2,163.03,326.06
2585,2585,654,3,56.96,170.88
2586,2586,228,4,96.31,385.24
2587,2587,550,4,189.17,756.68
2588,2588,674,4,37.62,150.48
2589,2589,105,3,49.23,147.69
2590,2590,421,5,321.73,1608.65
2591,2591,179,2,242.82,485.64
2592,2592,3,5,131.58,657.9
2593,2593,273,5,119.93,599.65
2594,2594,56,4,103.97,415.88
2595,2595,415,2,62.74,125.48
2596,2596,306,1,82.11,82.11
2597,2597,355,2,90.74,181.48
2598,2598,369,5,96.12,480.6
2599,2599,475,4,289.84,1159.36
2600,2600,128,1,70.14,70.14
2601,2601,680,1,258.55,258.55
2602,2602,113,1,286.4,286.4
2603,2603,342,3,16.05,48.15
2604,2604,474,4,185.1,740.4
2605,2605,235,3,87.72,263.16
2606,2606,630,3,253.02,759.06
2607,2607,247,1,46.37,46.37
2608,2608,676,3,25.8,77.4
2609,2609,550,4,189.17,756.68
2610,2610,137,2,241.39,482.78
2611,2611,361,3,49.6,148.8
2612,2612,480,5,64.05,320.25
2613,2613,345,4,49.36,197.44
2614,2614,261,1,54.39,54.39
2615,2615,229,3,42.73,128.19
2616,2616,277,4,281.98,1127.92
2617,2617,317,1,19.77,19.77
2618,2618,403,5,160.73,803.65
2619,2619,337,3,158.77,476.31
2620,2620,479,2,27.66,55.32
2621,2621,635,3,74.17,222.51
2622,2622,156,2,253.19,506.38
2623,2623,149,5,87.41,437.05
2624,2624,376,3,83.21,249.63
2625,2625,358,5,41.01,205.05
2626,2626,19,5,91.25,456.25
2627,2627,353,4,168.37,673.48
2628,2628,613,3,32.21,96.63
2629,2629,500,3,222.43,667.29
2630,2630,514,1,18.07,18.07
2631,2631,670,4,183.83,735.32
2632,2632,413,1,57.05,57.05
2633,2633,160,5,78.76,393.8
2634,2634,269,1,61.1,61.1
2635,2635,199,4,216.68,866.72
2636,2636,172,2,12.6,25.2
2637,2637,219,3,56.29,168.87
2638,2638,455,1,32.03,32.03
2639,2639,308,1,192.53,192.53
2640,2640,477,1,87.77,87.77
2641,2641,258,4,90.67,362.68
2642,2642,608,4,141.05,564.2
2643,2643,649,1,61.33,61.33
2644,2644,261,4,54.39,217.56
2645,2645,686,5,54.16,270.8
2646,2646,501,2,201.11,402.22
2647,2647,298,1,303.84,303.84
2648,2648,570,3,156.72,470.16
2649,2649,328,5,86.6,433.0
2650,2650,349,1,22.22,22.22
2651,2651,531,2,119.59,239.18
2652,2652,512,3,253.4,760.2
2653,2653,382,4,75.48,301.92
2654,2654,38,1,94.11,94.11
2655,2655,473,1,277.08,277.08
2656,2656,196,5,54.79,273.95
2657,2657,398,1,46.37,46.37
2658,2658,20,1,45.93,45.93
2659,2659,472,3,276.9,830.7
2660,2660,631,1,139.67,139.67
2661,2661,675,1,65.05,65.05
2662,2662,108,4,203.54,814.16
2663,2663,37,4,98.95,395.8
2664,2664,472,5,276.9,1384.5
2665,2665,662,3,42.99,128.97
2666,2666,589,1,102.44,102.44
2667,2667,501,5,201.11,1005.55
2668,2668,443,5,49.72,248.6
2669,2669,183,5,77.02,385.1
2670,2670,321,3,33.73,101.19
2671,2671,697,1,493.97,493.97
2672,2672,408,2,36.14,72.28
2673,2673,113,3,286.4,859.2
2674,2674,593,2,88.97,177.94
2675,2675,681,5,343.01,1715.05
2676,2676,600,4,87.4,349.6
2677,2677,456,4,29.55,118.2
2678,2678,694,2,80.99,161.98
2679,2679,362,2,83.89,167.78
2680,2680,439,4,74.42,297.68
2681,2681,246,3,83.06,249.18
2682,2682,690,3,150.59,451.77
2683,2683,540,5,23.57,117.85
2684,2684,418,1,491.12,491.12
2685,2685,501,1,201.11,201.11
2686,2686,466,2,39.43,78.86
2687,2687,137,5,241.39,1206.95
2688,2688,552,2,162.27,324.54
2689,2689,277,1,281.98,281.98
2690,2690,219,2,56.29,112.58
2691,2691,354,1,135.67,135.67
2692,2692,199,5,216.68,1083.4
2693,2693,8,1,488.18,488.18
2694,2694,279,2,156.93,313.86
2695,2695,49,5,41.56,207.8
2696,2696,480,3,64.05,192.15
2697,2697,169,4,56.96,227.84
2698,2698,651,3,124.16,372.48
2699,2699,630,2,253.02,506.04
2700,2700,443,4,49.72,198.88
2701,2701,689,2,129.04,258.08
2702,2702,322,4,96.27,385.08
2703,2703,582,4,201.41,805.64
2704,2704,453,1,357.46,357.46
2705,2705,275,5,95.88,479.4
2706,2706,23,2,72.78,145.56
2707,2707,684,1,90.27,90.27
2708,2708,681,1,343.01,343.01
2709,2709,468,2,102.48,204.96
2710,2710,373,4,56.35,225.4
2711,2711,374,5,41.75,208.75
2712,2712,158,4,165.61,662.44
2713,2713,26,5,272.9,1364.5
2714,2714,179,3,242.82,728.46
2715,2715,186,4,91.94,367.76
2716,2716,243,4,45.89,183.56
2717,2717,606,3,26.27,78.81
2718,2718,70,2,91.88,183.76
2719,2719,519,5,57.11,285.55
2720,2720,400,4,56.68,226.72
2721,2721,598,1,54.24,54.24
2722,2722,91,2,137.94,275.88
2723,2723,689,2,129.04,258.08
2724,2724,201,2,44.32,88.64
2725,2725,78,3,146.45,439.35
2726,2726,642,2,56.68,113.36
2727,2727,331,2,22.93,45.86
2728,2728,387,1,205.74,205.74
2729,2729,111,5,52.33,261.65
2730,2730,501,5,201.11,1005.55
2731,2731,582,2,201.41,402.82
2732,2732,342,5,16.05,80.25
2733,2733,314,4,50.37,201.48
2734,2734,327,4,294.82,1179.28
2735,2735,271,3,278.35,835.05
2736,2736,387,3,205.74,617.22
2737,2737,220,2,188.58,377.16
2738,2738,384,3,47.06,141.18
2739,2739,287,3,171.5,514.5
2740,2740,79,1,224.02,224.02
2741,2741,534,1,39.93,39.93
2742,2742,546,3,169.32,507.96
2743,2743,88,2,355.64,711.28
2744,2744,392,4,43.98,175.92
2745,2745,193,5,448.07,2240.35
2746,2746,19,3,91.25,273.75
2747,2747,148,1,38.05,38.05
2748,2748,212,5,51.58,257.9
2749,2749,664,5,53.11,265.55
2750,2750,103,5,281.03,1405.15
2751,2751,222,4,90.18,360.72
2752,2752,440,5,50.09,250.45
2753,2753,309,1,69.2,69.2
2754,2754,550,3,189.17,567.51
2755,2755,509,1,449.03,449.03
2756,2756,267,4,268.11,1072.44
2757,2757,687,2,68.19,136.38
2758,2758,170,1,80.52,80.52
2759,2759,77,3,393.43,1180.29
2760,2760,678,5,150.73,753.65
2761,2761,250,2,41.51,83.02
2762,2762,249,3,177.22,531.66
2763,2763,274,1,60.8,60.8
2764,2764,100,1,56.49,56.49
2765,2765,190,4,65.57,262.28
2766,2766,174,5,280.72,1403.6
2767,2767,213,4,111.79,447.16
2768,2768,12,2,64.35,128.7
2769,2769,2,5,240.06,1200.3
2770,2770,494,4,83.4,333.6
2771,2771,299,4,208.72,834.88
2772,2772,495,1,139.43,139.43
2773,2773,587,1,93.65,93.65
2774,2774,432,4,202.45,809.8
2775,2775,446,1,114.29,114.29
2776,2776,557,2,134.89,269.78
2777,2777,477,4,87.77,351.08
2778,2778,148,5,38.05,190.25
2779,2779,383,1,40.35,40.35
2780,2780,495,4,139.43,557.72
2781,2781,670,4,183.83,735.32
2782,2782,68,4,93.74,374.96
2783,2783,190,1,65.57,65.57
2784,2784,511,2,51.07,102.14
2785,2785,43,3,80.48,241.44
2786,2786,559,5,75.05,375.25
2787,2787,529,4,287.31,1149.24
2788,2788,575,1,98.84,98.84
2789,2789,673,3,25.85,77.55
2790,2790,106,5,277.15,1385.75
2791,2791,400,5,56.68,283.4
2792,2792,228,1,96.31,96.31
2793,2793,232,2,33.94,67.88
2794,2794,397,3,184.59,553.77
2795,2795,671,3,39.79,119.37
2796,2796,411,3,28.74,86.22
2797,2797,630,4,253.02,1012.08
2798,2798,479,3,27.66,82.98
2799,2799,112,5,375.07,1875.35
2800,2800,628,1,70.29,70.29
2801,2801,411,1,28.74,28.74
2802,2802,331,2,22.93,45.86
2803,2803,624,1,305.39,305.39
2804,2804,397,3,184.59,553.77
2805,2805,583,1,158.91,158.91
2806,2806,579,4,152.04,608.16
2807,2807,661,1,71.49,71.49
2808,2808,235,3,87.72,263.16
2809,2809,134,3,45.62,136.86
2810,2810,678,1,150.73,150.73
2811,2811,611,4,303.31,1213.24
2812,2812,700,1,19.11,19.11
2813,2813,127,5,108.68,543.4
2814,2814,71,3,87.79,263.37
2815,2815,573,5,50.08,250.4
2816,2816,103,2,281.03,562.06
2817,2817,407,5,197.04,985.2
2818,2818,146,5,70.28,351.4
2819,2819,401,4,131.74,526.96
2820,2820,12,4,64.35,257.4
2821,2821,284,2,375.92,751.84
2822,2822,121,3,264.19,792.57
2823,2823,253,1,34.43,34.43
2824,2824,613,2,32.21,64.42
2825,2825,653,4,100.46,401.84
2826,2826,142,3,71.03,213.09
2827,2827,176,4,51.11,204.44
2828,2828,4,2,201.44,402.88
2829,2829,179,1,242.82,242.82
2830,2830,434,5,52.36,261.8
2831,2831,26,5,272.9,1364.5
2832,2832,523,4,154.18,616.72
2833,2833,376,3,83.21,249.63
2834,2834,527,1,269.95,269.95
2835,2835,145,5,295.87,1479.35
2836,2836,238,2,272.8,545.6
2837,2837,377,5,236.04,1180.2
2838,2838,237,5,263.14,1315.7
2839,2839,306,2,82.11,164.22
2840,2840,699,5,94.82,474.1
2841,2841,655,1,21.17,21.17
2842,2842,5,4,52.95,211.8
2843,2843,371,4,51.8,207.2
2844,2844,246,3,83.06,249.18
2845,2845,87,4,95.66,382.64
2846,2846,319,3,70.56,211.68
2847,2847,260,4,47.28,189.12
2848,2848,588,2,28.21,56.42
2849,2849,354,1,135.67,135.67
2850,2850,27,2,48.81,97.62
2851,2851,84,3,55.34,166.02
2852,2852,49,1,41.56,41.56
2853,2853,155,5,152.54,762.7
2854,2854,251,2,163.08,326.16
2855,2855,89,5,27.5,137.5
2856,2856,339,3,107.37,322.11
2857,2857,526,5,315.33,1576.65
2858,2858,494,5,83.4,417.0
2859,2859,593,1,88.97,88.97
2860,2860,226,3,82.94,248.82
2861,2861,618,4,14.95,59.8
2862,2862,103,4,281.03,1124.12
2863,2863,505,1,469.34,469.34
2864,2864,498,1,36.91,36.91
2865,2865,197,1,60.96,60.96
2866,2866,354,4,135.67,542.68
2867,2867,513,4,274.42,1097.68
2868,2868,59,5,464.67,2323.35
2869,2869,311,1,31.22,31.22
2870,2870,133,3,81.36,244.08
2871,2871,392,1,43.98,43.98
2872,2872,338,1,59.71,59.71
2873,2873,402,3,59.16,177.48
2874,2874,554,2,48.16,96.32
2875,2875,650,5,463.19,2315.95
2876,2876,605,3,79.62,238.86
2877,2877,214,2,132.88,265.76
2878,2878,459,4,287.88,1151.52
2879,2879,573,3,50.08,150.24
2880,2880,119,5,100.95,504.75
2881,2881,465,4,47.14,188.56
2882,2882,469,4,35.05,140.2
2883,2883,684,4,90.27,361.08
2884,2884,63,1,30.2,30.2
2885,2885,398,3,46.37,139.11
2886,2886,230,3,94.85,284.55
2887,2887,333,5,494.74,2473.7
2888,2888,466,2,39.43,78.86
2889,2889,82,4,61.22,244.88
2890,2890,243,1,45.89,45.89
2891,2891,234,2,63.43,126.86
2892,2892,182,3,53.3,159.9
2893,2893,595,4,288.85,1155.4
2894,2894,463,3,33.39,100.17
2895,2895,512,3,253.4,760.2
2896,2896,349,1,22.22,22.22
2897,2897,1,3,208.54,625.62
2898,2898,556,3,116.61,349.83
2899,2899,547,1,312.54,312.54
2900,2900,601,3,344.79,1034.37
2901,2901,450,2,281.5,563.0
2902,2902,120,5,244.98,1224.9
2903,2903,95,3,86.45,259.35
2904,2904,397,1,184.59,184.59
2905,2905,350,3,96.05,288.15
2906,2906,167,4,36.01,144.04
2907,2907,53,4,135.86,543.44
2908,2908,609,5,71.46,357.3
2909,2909,369,5,96.12,480.6
2910,2910,307,4,287.24,1148.96
2911,2911,424,1,228.89,228.89
2912,2912,108,1,203.54,203.54
2913,2913,53,4,135.86,543.44
2914,2914,590,4,91.21,364.84
2915,2915,402,3,59.16,177.48
2916,2916,461,3,64.47,193.41
2917,2917,297,3,92.96,278.88
2918,2918,429,3,241.86,725.58
2919,2919,473,2,277.08,554.16
2920,2920,525,5,114.83,574.15
2921,2921,467,2,258.73,517.46
2922,2922,171,4,324.61,1298.44
2923,2923,700,5,19.11,95.55
2924,2924,216,3,37.71,113.13
2925,2925,520,3,522.11,1566.33
2926,2926,275,1,95.88,95.88
2927,2927,209,5,68.09,340.45
2928,2928,11,5,294.35,1471.75
2929,2929,520,3,522.11,1566.33
2930,2930,390,5,46.85,234.25
2931,2931,358,4,41.01,164.04
2932,2932,12,4,64.35,257.4
2933,2933,389,5,23.4,117.0
2934,2934,612,2,76.14,152.28
2935,2935,666,4,83.59,334.36
2936,2936,70,2,91.88,183.76
2937,2937,532,2,261.72,523.44
2938,2938,420,5,114.52,572.6
2939,2939,488,1,10.6,10.6
2940,2940,640,4,97.53,390.12
2941,2941,452,4,81.54,326.16
2942,2942,450,5,281.5,1407.5
2943,2943,384,4,47.06,188.24
2944,2944,42,2,35.19,70.38
2945,2945,584,5,47.29,236.45
2946,2946,417,2,317.58,635.16
2947,2947,386,2,447.45,894.9
2948,2948,509,4,449.03,1796.12
2949,2949,604,2,85.47,170.94
2950,2950,455,1,32.03,32.03
2951,2951,687,1,68.19,68.19
2952,2952,57,4,75.48,301.92
2953,2953,245,3,24.12,72.36
2954,2954,127,2,108.68,217.36
2955,2955,568,5,89.01,445.05
2956,2956,430,2,46.77,93.54
2957,2957,192,1,133.18,133.18
2958,2958,417,5,317.58,1587.9
2959,2959,669,2,33.79,67.58
2960,2960,295,2,204.43,408.86
2961,2961,168,2,316.06,632.12
2962,2962,198,2,24.22,48.44
2963,2963,54,2,98.71,197.42
2964,2964,221,5,65.41,327.05
2965,2965,604,2,85.47,170.94
2966,2966,259,3,41.77,125.31
2967,2967,389,1,23.4,23.4
2968,2968,411,1,28.74,28.74
2969,2969,387,5,205.74,1028.7
2970,2970,265,2,21.63,43.26
2971,2971,697,1,493.97,493.97
2972,2972,409,5,279.48,1397.4
2973,2973,353,2,168.37,336.74
2974,2974,196,3,54.79,164.37
2975,2975,449,5,75.51,377.55
2976,2976,402,3,59.16,177.48
2977,2977,144,5,100.74,503.7
2978,2978,313,1,67.15,67.15
2979,2979,140,5,51.09,255.45
2980,2980,352,2,263.11,526.22
2981,2981,494,1,83.4,83.4
2982,2982,34,4,138.71,554.84
2983,2983,272,3,26.29,78.87
2984,2984,544,5,48.14,240.7
2985,2985,345,3,49.36,148.08
2986,2986,545,4,259.28,1037.12
2987,2987,349,2,22.22,44.44
2988,2988,110,1,78.51,78.51
2989,2989,593,5,88.97,444.85
2990,2990,11,3,294.35,883.05
2991,2991,171,3,324.61,973.83
2992,2992,359,3,81.42,244.26
2993,2993,147,5,60.54,302.7
2994,2994,7,3,452.52,1357.56
2995,2995,254,4,26.83,107.32
2996,2996,421,3,321.73,965.19
2997,2997,136,3,76.23,228.69
2998,2998,342,1,16.05,16.05
2999,2999,492,5,85.22,426.1
3000,3000,435,5,78.57,392.85
3001,3001,543,4,49.83,199.32
3002,3002,558,4,34.86,139.44
3003,3003,29,2,502.71,1005.42
3004,3004,44,2,301.43,602.86
3005,3005,605,2,79.62,159.24
3006,3006,173,1,70.08,70.08
3007,3007,256,1,157.57,157.57
3008,3008,493,1,96.34,96.34
3009,3009,96,5,40.92,204.6
3010,3010,334,5,54.66,273.3
3011,3011,411,4,28.74,114.96
3012,3012,214,5,132.88,664.4
3013,3013,591,2,137.01,274.02
3014,3014,553,4,63.73,254.92
3015,3015,580,5,424.9,2124.5
3016,3016,496,2,73.26,146.52
3017,3017,532,4,261.72,1046.88
3018,3018,208,1,423.74,423.74
3019,3019,258,2,90.67,181.34
3020,3020,318,5,28.87,144.35
3021,3021,371,4,51.8,207.2
3022,3022,178,5,219.94,1099.7
3023,3023,116,4,207.17,828.68
3024,3024,683,5,77.03,385.15
3025,3025,402,3,59.16,177.48
3026,3026,308,1,192.53,192.53
3027,3027,438,1,62.93,62.93
3028,3028,241,2,48.72,97.44
3029,3029,188,5,232.81,1164.05
3030,3030,571,5,83.91,419.55
3031,3031,7,4,452.52,1810.08
3032,3032,5,1,52.95,52.95
3033,3033,332,1,284.74,284.74
3034,3034,43,2,80.48,160.96
3035,3035,540,4,23.57,94.28
3036,3036,320,3,145.89,437.67
3037,3037,82,2,61.22,122.44
3038,3038,22,2,458.01,916.02
3039,3039,698,2,218.98,437.96
3040,3040,672,1,66.06,66.06
3041,3041,85,4,72.71,290.84
3042,3042,370,3,16.57,49.71
3043,3043,376,3,83.21,249.63
3044,3044,69,4,149.79,599.16
3045,3045,283,5,95.88,479.4
3046,3046,511,5,51.07,255.35
3047,3047,141,1,104.06,104.06
3048,3048,57,3,75.48,226.44
3049,3049,416,4,218.77,875.08
3050,3050,135,4,40.94,163.76
3051,3051,328,1,86.6,86.6
3052,3052,101,3,28.62,85.86
3053,3053,176,4,51.11,204.44
3054,3054,698,5,218.98,1094.9
3055,3055,459,3,287.88,863.64
3056,3056,283,2,95.88,191.76
3057,3057,53,2,135.86,271.72
3058,3058,408,1,36.14,36.14
3059,3059,493,5,96.34,481.7
3060,3060,350,3,96.05,288.15
3061,3061,556,2,116.61,233.22
3062,3062,207,1,198.87,198.87
3063,3063,587,3,93.65,280.95
3064,3064,520,4,522.11,2088.44
3065,3065,146,2,70.28,140.56
3066,3066,569,2,266.2,532.4
3067,3067,408,5,36.14,180.7
3068,3068,660,1,266.58,266.58
3069,3069,437,1,80.88,80.88
3070,3070,91,3,137.94,413.82
3071,3071,344,4,52.2,208.8
3072,3072,609,2,71.46,142.92
3073,3073,235,2,87.72,175.44
3074,3074,411,4,28.74,114.96
3075,3075,78,3,146.45,439.35
3076,3076,680,5,258.55,1292.75
3077,3077,351,5,190.0,950.0
3078,3078,103,5,281.03,1405.15
3079,3079,650,4,463.19,1852.76
3080,3080,8,1,488.18,488.18
3081,3081,374,1,41.75,41.75
3082,3082,110,5,78.51,392.55
3083,3083,443,4,49.72,198.88
3084,3084,624,4,305.39,1221.56
3085,3085,686,2,54.16,108.32
3086,3086,29,5,502.71,2513.55
3087,3087,133,3,81.36,244.08
3088,3088,76,5,32.93,164.65
3089,3089,134,1,45.62,45.62
3090,3090,123,5,367.79,1838.95
3091,3091,159,5,58.6,293.0
3092,3092,362,2,83.89,167.78
3093,3093,244,2,224.53,449.06
3094,3094,153,5,36.21,181.05
3095,3095,461,1,64.47,64.47
3096,3096,276,5,30.29,151.45
3097,3097,663,2,358.49,716.98
3098,3098,489,5,411.1,2055.5
3099,3099,349,5,22.22,111.1
3100,3100,166,5,123.94,619.7
3101,3101,106,3,277.15,831.45
3102,3102,549,3,274.79,824.37
3103,3103,331,1,22.93,22.93
3104,3104,80,4,225.07,900.28
3105,3105,217,5,20.5,102.5
3106,3106,662,4,42.99,171.96
3107,3107,86,3,55.21,165.63
3108,3108,616,2,218.64,437.28
3109,3109,20,4,45.93,183.72
3110,3110,343,4,309.84,1239.36
3111,3111,310,1,108.05,108.05
3112,3112,318,2,28.87,57.74
3113,3113,307,5,287.24,1436.2
3114,3114,479,2,27.66,55.32
3115,3115,597,4,79.16,316.64
3116,3116,163,4,253.93,1015.72
3117,3117,134,3,45.62,136.86
3118,3118,616,1,218.64,218.64
3119,3119,530,5,245.38,1226.9
3120,3120,244,1,224.53,224.53
3121,3121,183,3,77.02,231.06
3122,3122,669,5,33.79,168.95
3123,3123,482,4,75.95,303.8
3124,3124,242,4,265.03,1060.12
3125,3125,473,4,277.08,1108.32
3126,3126,176,3,51.11,153.33
3127,3127,305,2,80.03,160.06
3128,3128,651,3,124.16,372.48
3129,3129,203,3,284.52,853.56
3130,3130,312,5,120.61,603.05
3131,3131,474,5,185.1,925.5
3132,3132,508,2,71.17,142.34
3133,3133,619,4,33.42,133.68
3134,3134,371,4,51.8,207.2
3135,3135,113,3,286.4,859.2
3136,3136,416,3,218.77,656.31
3137,3137,229,5,42.73,213.65
3138,3138,693,1,103.18,103.18
3139,3139,161,5,530.96,2654.8
3140,3140,586,1,54.87,54.87
3141,3141,232,3,33.94,101.82
3142,3142,547,1,312.54,312.54
3143,3143,657,3,188.25,564.75
3144,3144,129,3,53.88,161.64
3145,3145,483,5,33.4,167.0
3146,3146,429,1,241.86,241.86
3147,3147,642,1,56.68,56.68
3148,3148,52,5,156.58,782.9
3149,3149,294,1,85.05,85.05
3150,3150,616,1,218.64,218.64
3151,3151,430,3,46.77,140.31
3152,3152,495,2,139.43,278.86
3153,3153,490,4,268.95,1075.8
3154,3154,131,3,179.99,539.97
3155,3155,172,4,12.6,50.4
3156,3156,392,2,43.98,87.96
3157,3157,129,3,53.88,161.64
3158,3158,268,5,264.64,1323.2
3159,3159,158,1,165.61,165.61
3160,3160,227,4,21.86,87.44
3161,3161,614,2,537.16,1074.32
3162,3162,55,5,43.95,219.75
3163,3163,87,3,95.66,286.98
3164,3164,645,1,41.1,41.1
3165,3165,103,3,281.03,843.09
3166,3166,152,4,22.51,90.04
3167,3167,248,1,315.52,315.52
3168,3168,117,4,104.05,416.2
3169,3169,189,2,311.24,622.48
3170,3170,406,3,94.03,282.09
3171,3171,68,3,93.74,281.22
3172,3172,504,3,89.55,268.65
3173,3173,432,5,202.45,1012.25
3174,3174,14,1,347.94,347.94
3175,3175,650,1,463.19,463.19
3176,3176,535,3,202.31,606.93
3177,3177,129,5,53.88,269.4
3178,3178,229,2,42.73,85.46
3179,3179,338,5,59.71,298.55
3180,3180,541,3,47.44,142.32
3181,3181,460,3,44.04,132.12
3182,3182,168,2,316.06,632.12
3183,3183,590,5,91.21,456.05
3184,3184,653,2,100.46,200.92
3185,3185,663,3,358.49,1075.47
3186,3186,632,4,488.5,1954.0
3187,3187,426,4,39.51,158.04
3188,3188,489,1,411.1,411.1
3189,3189,362,2,83.89,167.78
3190,3190,610,1,83.77,83.77
3191,3191,173,2,70.08,140.16
3192,3192,442,2,45.64,91.28
3193,3193,309,4,69.2,276.8
3194,3194,242,4,265.03,1060.12
3195,3195,333,1,494.74,494.74
3196,3196,44,2,301.43,602.86
3197,3197,147,5,60.54,302.7
3198,3198,577,1,97.41,97.41
3199,3199,589,1,102.44,102.44
3200,3200,652,1,39.69,39.69
3201,3201,443,3,49.72,149.16
3202,3202,465,4,47.14,188.56
3203,3203,70,3,91.88,275.64
3204,3204,309,2,69.2,138.4
3205,3205,463,5,33.39,166.95
3206,3206,501,2,201.11,402.22
3207,3207,333,3,494.74,1484.22
3208,3208,267,1,268.11,268.11
3209,3209,291,2,125.01,250.02
3210,3210,657,2,188.25,376.5
3211,3211,128,4,70.14,280.56
3212,3212,635,4,74.17,296.68
3213,3213,614,2,537.16,1074.32
3214,3214,63,4,30.2,120.8
3215,3215,454,3,83.65,250.95
3216,3216,275,5,95.88,479.4
3217,3217,231,5,229.12,1145.6
3218,3218,202,3,318.38,955.14
3219,3219,237,5,263.14,1315.7
3220,3220,410,5,84.56,422.8
3221,3221,20,3,45.93,137.79
3222,3222,328,2,86.6,173.2
3223,3223,688,5,28.33,141.65
3224,3224,188,3,232.81,698.43
3225,3225,179,5,242.82,1214.1
3226,3226,481,5,314.95,1574.75
3227,3227,228,3,96.31,288.93
3228,3228,468,2,102.48,204.96
3229,3229,255,5,31.35,156.75
3230,3230,101,2,28.62,57.24
3231,3231,253,1,34.43,34.43
3232,3232,493,2,96.34,192.68
3233,3233,284,3,375.92,1127.76
3234,3234,255,2,31.35,62.7
3235,3235,52,2,156.58,313.16
3236,3236,236,4,153.67,614.68
3237,3237,318,1,28.87,28.87
3238,3238,184,2,54.58,109.16
3239,3239,301,4,224.72,898.88
3240,3240,260,1,47.28,47.28
3241,3241,649,5,61.33,306.65
3242,3242,552,3,162.27,486.81
3243,3243,196,4,54.79,219.16
3244,3244,162,1,99.97,99.97
3245,3245,248,2,315.52,631.04
3246,3246,356,1,46.97,46.97
3247,3247,332,1,284.74,284.74
3248,3248,410,1,84.56,84.56
3249,3249,129,2,53.88,107.76
3250,3250,136,3,76.23,228.69
3251,3251,99,1,32.07,32.07
3252,3252,500,1,222.43,222.43
3253,3253,375,3,522.69,1568.07
3254,3254,333,5,494.74,2473.7
3255,3255,511,1,51.07,51.07
3256,3256,602,3,32.3,96.9
3257,3257,650,1,463.19,463.19
3258,3258,280,2,189.68,379.36
3259,3259,156,3,253.19,759.57
3260,3260,350,4,96.05,384.2
3261,3261,313,1,67.15,67.15
3262,3262,81,5,64.37,321.85
3263,3263,636,2,30.06,60.12
3264,3264,381,3,174.91,524.73
3265,3265,90,2,23.28,46.56
3266,3266,329,2,71.9,143.8
3267,3267,523,1,154.18,154.18
3268,3268,498,5,36.91,184.55
3269,3269,78,5,146.45,732.25
3270,3270,94,2,96.0,192.0
3271,3271,354,1,135.67,135.67
3272,3272,358,2,41.01,82.02
3273,3273,318,5,28.87,144.35
3274,3274,261,1,54.39,54.39
3275,3275,632,4,488.5,1954.0
3276,3276,113,3,286.4,859.2
3277,3277,510,3,240.0,720.0
3278,3278,367,4,81.36,325.44
3279,3279,125,4,248.21,992.84
3280,3280,443,2,49.72,99.44
3281,3281,178,5,219.94,1099.7
