shipping_id,order_id,shipping_date,shipping_provider,delivery_status
2188,2188,2022-01-18,Bluedart,Out for Delivery
2189,2189,2023-03-22,Amazon Logistics,Delivered
2190,2190,2023-10-16,UPS,Shipped
2191,2191,2021-05-23,Amazon Logistics,Delivered
2192,2192,2023-07-28,Bluedart,Delivered
2193,2193,2023-05-09,UPS,Processing
2194,2194,2024-03-26,USPS,Shipped
2195,2195,2023-09-21,UPS,Pending
2196,2196,2024-06-28,Bluedart,Shipped
2197,2197,2024-11-27,UPS,Delivered
2198,2198,2023-12-29,Bluedart,Shipped
2199,2199,2022-08-27,UPS,Pending
2200,2200,2023-09-09,UPS,Shipped
2201,2201,2022-05-05,Amazon Logistics,Processing
2202,2202,2022-06-16,FedEx,Delivered
2203,2203,2023-06-21,Amazon Logistics,Returned
2204,2204,2023-11-23,FedEx,Shipped
2205,2205,2024-10-20,Bluedart,Out for Delivery
2206,2206,2023-02-28,DHL,Processing
2207,2207,2024-12-26,UPS,Delivered
2208,2208,2023-07-02,DHL,Shipped
2209,2209,2022-12-17,DHL,Returned
2210,2210,2021-08-15,Bluedart,Processing
2211,2211,2024-08-12,FedEx,Out for Delivery
2212,2212,2023-09-11,UPS,Pending
2213,2213,2022-06-30,USPS,Returned
2214,2214,2024-08-11,Bluedart,Returned
2215,2215,2022-10-05,DHL,Out for Delivery
2216,2216,2024-01-03,DHL,Processing
2217,2217,2024-09-18,Bluedart,Shipped
2218,2218,2021-01-10,UPS,Processing
2219,2219,2024-11-07,USPS,Returned
2220,2220,2024-02-16,USPS,Pending
2221,2221,2023-08-22,UPS,Pending
2222,2222,2023-07-29,USPS,Delivered
2223,2223,2023-10-26,Amazon Logistics,Processing
2224,2224,2024-11-19,FedEx,Pending
2225,2225,2024-11-26,Bluedart,Delivered
2226,2226,2023-11-20,FedEx,Out for Delivery
2227,2227,2021-12-11,USPS,Out for Delivery
2228,2228,2023-03-11,Amazon Logistics,Returned
2229,2229,2021-11-15,Amazon Logistics,Shipped
2230,2230,2023-01-10,USPS,Delivered
2231,2231,2021-11-16,DHL,Shipped
2232,2232,2022-07-01,USPS,Pending
2233,2233,2021-10-01,DHL,Returned
2234,2234,2021-05-23,UPS,Pending
2235,2235,2021-08-31,FedEx,Shipped
2236,2236,2022-09-16,USPS,Shipped
2237,2237,2023-12-31,UPS,Out for Delivery
2238,2238,2021-12-24,FedEx,Delivered
2239,2239,2024-01-26,UPS,Processing
2240,2240,2024-05-04,Bluedart,Shipped
2241,2241,2021-08-25,UPS,Pending
2242,2242,2021-11-08,USPS,Out for Delivery
2243,2243,2021-04-27,UPS,Processing
2244,2244,2024-08-08,Amazon Logistics,Out for Delivery
2245,2245,2024-05-03,Bluedart,Processing
2246,2246,2023-12-27,Amazon Logistics,Out for Delivery
2247,2247,2024-09-14,DHL,Delivered
2248,2248,2024-12-06,DHL,Delivered
2249,2249,2023-05-16,Amazon Logistics,Shipped
2250,2250,2021-05-24,FedEx,Shipped
2251,2251,2022-09-07,Bluedart,Processing
2252,2252,2023-07-02,Bluedart,Out for Delivery
2253,2253,2023-04-29,DHL,Delivered
2254,2254,2024-06-17,USPS,Out for Delivery
2255,2255,2024-05-23,UPS,Pending
2256,2256,2024-08-25,USPS,Shipped
2257,2257,2024-01-16,FedEx,Shipped
2258,2258,2021-03-08,DHL,Returned
2259,2259,2021-10-08,UPS,Returned
2260,2260,2022-02-22,UPS,Returned
2261,2261,2021-10-03,Amazon Logistics,Out for Delivery
2262,2262,2023-08-12,Amazon Logistics,Delivered
2263,2263,2021-11-09,DHL,Delivered
2264,2264,2024-10-11,Bluedart,Processing
2265,2265,2024-11-01,Amazon Logistics,Returned
2266,2266,2023-02-14,Bluedart,Shipped
2267,2267,2021-08-28,FedEx,Processing
2268,2268,2024-12-08,FedEx,Out for Delivery
2269,2269,2022-08-24,USPS,Processing
2270,2270,2021-03-22,Bluedart,Returned
2271,2271,2021-01-15,Amazon Logistics,Delivered
2272,2272,2022-06-29,FedEx,Processing
2273,2273,2025-01-05,Bluedart,Delivered
2274,2274,2023-06-29,UPS,Returned
2275,2275,2024-11-06,DHL,Returned
2276,2276,2024-04-19,Amazon Logistics,Shipped
2277,2277,2024-11-07,FedEx,Returned
2278,2278,2023-01-03,Amazon Logistics,Shipped
2279,2279,2022-07-30,DHL,Pending
2280,2280,2021-07-12,FedEx,Processing
2281,2281,2024-02-16,UPS,Processing
2282,2282,2023-06-20,FedEx,Processing
2283,2283,2022-12-12,FedEx,Pending
2284,2284,2022-08-31,Bluedart,Returned
2285,2285,2023-09-07,FedEx,Shipped
2286,2286,2024-01-17,UPS,Shipped
2287,2287,2022-04-12,Bluedart,Shipped
2288,2288,2023-12-02,UPS,Processing
2289,2289,2021-03-18,USPS,Shipped
2290,2290,2024-12-16,UPS,Shipped
2291,2291,2022-07-15,FedEx,Delivered
2292,2292,2023-03-02,Amazon Logistics,Pending
2293,2293,2022-07-01,UPS,Returned
2294,2294,2023-06-23,FedEx,Processing
2295,2295,2021-11-13,USPS,Shipped
2296,2296,2023-08-12,DHL,Processing
2297,2297,2021-03-03,Bluedart,Returned
2298,2298,2023-01-04,UPS,Pending
2299,2299,2021-09-01,USPS,Processing
2300,2300,2024-04-04,FedEx,Shipped
2301,2301,2021-07-13,Amazon Logistics,Out for Delivery
2302,2302,2024-11-16,DHL,Pending
2303,2303,2023-07-05,UPS,Pending
2304,2304,2022-12-01,Bluedart,Pending
2305,2305,2023-01-18,FedEx,Returned
2306,2306,2022-03-28,Bluedart,Shipped
2307,2307,2024-04-01,DHL,Returned
2308,2308,2021-03-08,DHL,Returned
2309,2309,2022-03-28,FedEx,Out for Delivery
2310,2310,2023-08-29,UPS,Processing
2311,2311,2022-10-24,FedEx,Delivered
2312,2312,2022-04-08,Amazon Logistics,Out for Delivery
2313,2313,2024-03-15,FedEx,Delivered
2314,2314,2022-01-15,Bluedart,Delivered
2315,2315,2023-08-04,DHL,Returned
2316,2316,2023-07-02,Amazon Logistics,Out for Delivery
2317,2317,2024-03-12,Amazon Logistics,Processing
2318,2318,2021-01-11,USPS,Returned
2319,2319,2024-11-03,UPS,Returned
2320,2320,2024-05-26,Amazon Logistics,Pending
2321,2321,2023-07-15,USPS,Processing
2322,2322,2025-01-06,Bluedart,Delivered
2323,2323,2021-01-24,UPS,Shipped
2324,2324,2023-03-21,FedEx,Pending
2325,2325,2024-10-05,Bluedart,Shipped
2326,2326,2021-01-08,Bluedart,Shipped
2327,2327,2024-09-02,USPS,Processing
2328,2328,2024-06-04,USPS,Delivered
2329,2329,2022-01-09,Bluedart,Shipped
2330,2330,2024-11-28,Amazon Logistics,Delivered
2331,2331,2021-05-16,Bluedart,Processing
2332,2332,2022-05-23,Amazon Logistics,Returned
2333,2333,2021-02-15,Amazon Logistics,Processing
2334,2334,2023-08-17,Amazon Logistics,Delivered
2335,2335,2023-03-27,UPS,Processing
2336,2336,2024-08-16,Bluedart,Delivered
2337,2337,2024-03-24,UPS,Shipped
2338,2338,2023-08-18,USPS,Processing
2339,2339,2021-03-29,USPS,Processing
2340,2340,2024-02-24,UPS,Delivered
2341,2341,2024-10-23,USPS,Pending
2342,2342,2023-04-25,Bluedart,Delivered
2343,2343,2021-09-04,Amazon Logistics,Processing
2344,2344,2024-05-25,DHL,Processing
2345,2345,2024-12-30,Amazon Logistics,Returned
2346,2346,2023-08-15,DHL,Pending
2347,2347,2023-06-16,Amazon Logistics,Out for Delivery
2348,2348,2023-08-03,UPS,Pending
2349,2349,2023-02-06,UPS,Shipped
2350,2350,2022-02-23,FedEx,Shipped
2351,2351,2024-01-09,DHL,Pending
2352,2352,2024-08-28,DHL,Out for Delivery
2353,2353,2023-04-26,FedEx,Delivered
2354,2354,2023-12-31,USPS,Out for Delivery
2355,2355,2021-12-14,FedEx,Pending
2356,2356,2022-03-12,Bluedart,Shipped
2357,2357,2021-12-30,DHL,Processing
2358,2358,2022-11-01,Bluedart,Shipped
2359,2359,2021-04-12,FedEx,Processing
2360,2360,2022-06-08,UPS,Shipped
2361,2361,2023-04-08,USPS,Processing
2362,2362,2024-11-16,UPS,Returned
2363,2363,2023-01-06,Amazon Logistics,Delivered
2364,2364,2021-02-01,UPS,Out for Delivery
2365,2365,2022-09-01,Amazon Logistics,Processing
2366,2366,2024-02-06,USPS,Pending
2367,2367,2023-07-17,Bluedart,Out for Delivery
2368,2368,2024-03-06,Amazon Logistics,Processing
2369,2369,2022-01-24,DHL,Processing
2370,2370,2024-07-01,FedEx,Shipped
2371,2371,2023-11-27,USPS,Shipped
2372,2372,2023-04-30,UPS,Processing
2373,2373,2022-05-21,DHL,Out for Delivery
2374,2374,2021-05-12,Amazon Logistics,Processing
2375,2375,2024-08-14,DHL,Shipped
2376,2376,2023-10-20,FedEx,Returned
2377,2377,2021-12-13,Bluedart,Pending
2378,2378,2023-11-08,Amazon Logistics,Out for Delivery
2379,2379,2022-02-16,UPS,Delivered
2380,2380,2023-04-16,FedEx,Pending
2381,2381,2024-09-09,UPS,Returned
2382,2382,2022-06-25,FedEx,Shipped
2383,2383,2021-10-30,FedEx,Returned
2384,2384,2024-10-11,Amazon Logistics,Shipped
2385,2385,2021-09-21,DHL,Shipped
2386,2386,2022-01-29,Amazon Logistics,Returned
2387,2387,2021-07-05,Amazon Logistics,Shipped
2388,2388,2022-07-01,FedEx,Processing
2389,2389,2023-03-23,Bluedart,Processing
2390,2390,2023-07-03,USPS,Pending
2391,2391,2023-09-06,Amazon Logistics,Shipped
2392,2392,2022-05-11,Bluedart,Delivered
2393,2393,2021-10-12,USPS,Out for Delivery
2394,2394,2022-06-25,FedEx,Out for Delivery
2395,2395,2024-11-29,DHL,Out for Delivery
2396,2396,2022-07-25,Amazon Logistics,Shipped
2397,2397,2024-05-04,Amazon Logistics,Returned
2398,2398,2022-12-07,FedEx,Out for Delivery
2399,2399,2021-06-23,UPS,Processing
2400,2400,2024-04-20,UPS,Returned
2401,2401,2022-02-15,Bluedart,Processing
2402,2402,2024-05-20,Bluedart,Out for Delivery
2403,2403,2021-04-06,Bluedart,Returned
2404,2404,2021-06-11,USPS,Out for Delivery
2405,2405,2023-03-02,USPS,Returned
2406,2406,2024-02-14,FedEx,Processing
2407,2407,2023-09-16,USPS,Pending
2408,2408,2022-04-07,Bluedart,Returned
2409,2409,2024-06-19,USPS,Delivered
2410,2410,2024-12-01,UPS,Pending
2411,2411,2021-10-25,Bluedart,Pending
2412,2412,2024-09-12,Bluedart,Shipped
2413,2413,2022-11-19,Bluedart,Delivered
2414,2414,2024-02-25,USPS,Delivered
2415,2415,2021-07-17,Amazon Logistics,Pending
2416,2416,2022-08-26,DHL,Returned
2417,2417,2023-09-25,USPS,Pending
2418,2418,2024-09-17,DHL,Processing
2419,2419,2021-06-07,USPS,Shipped
2420,2420,2022-09-09,Amazon Logistics,Processing
2421,2421,2021-04-04,Amazon Logistics,Processing
2422,2422,2021-05-15,USPS,Shipped
2423,2423,2023-09-20,UPS,Shipped
2424,2424,2021-03-16,UPS,Out for Delivery
2425,2425,2021-10-31,DHL,Delivered
2426,2426,2022-09-16,DHL,Out for Delivery
2427,2427,2024-09-06,DHL,Returned
2428,2428,2024-08-27,UPS,Processing
2429,2429,2023-08-28,DHL,Out for Delivery
2430,2430,2023-07-12,USPS,Returned
2431,2431,2023-11-29,USPS,Returned
2432,2432,2021-01-24,Bluedart,Delivered
2433,2433,2024-05-24,DHL,Out for Delivery
2434,2434,2023-03-13,USPS,Processing
2435,2435,2023-09-12,Amazon Logistics,Processing
2436,2436,2021-08-24,Amazon Logistics,Returned
2437,2437,2022-02-24,Bluedart,Delivered
2438,2438,2021-02-12,Bluedart,Returned
2439,2439,2024-02-21,FedEx,Returned
2440,2440,2023-10-03,DHL,Shipped
2441,2441,2022-12-16,USPS,Delivered
2442,2442,2021-07-20,UPS,Out for Delivery
2443,2443,2022-08-07,Amazon Logistics,Delivered
2444,2444,2024-10-17,DHL,Returned
2445,2445,2023-07-15,Bluedart,Pending
2446,2446,2023-11-11,USPS,Processing
2447,2447,2022-08-10,UPS,Processing
2448,2448,2022-12-12,USPS,Out for Delivery
2449,2449,2024-04-14,Amazon Logistics,Shipped
2450,2450,2022-01-21,DHL,Out for Delivery
2451,2451,2021-01-13,UPS,Out for Delivery
2452,2452,2023-07-10,UPS,Returned
2453,2453,2023-09-04,UPS,Processing
2454,2454,2024-05-26,UPS,Returned
2455,2455,2023-11-28,DHL,Returned
2456,2456,2021-10-06,DHL,Delivered
2457,2457,2022-09-26,FedEx,Processing
2458,2458,2021-05-19,FedEx,Delivered
2459,2459,2022-03-03,USPS,Out for Delivery
2460,2460,2023-10-14,Amazon Logistics,Shipped
2461,2461,2021-07-11,Amazon Logistics,Out for Delivery
2462,2462,2024-02-08,Amazon Logistics,Delivered
2463,2463,2024-01-12,USPS,Out for Delivery
2464,2464,2022-01-21,DHL,Shipped
2465,2465,2022-09-19,DHL,Out for Delivery
2466,2466,2024-07-09,Amazon Logistics,Delivered
2467,2467,2023-04-16,USPS,Pending
2468,2468,2023-06-03,UPS,Shipped
2469,2469,2022-08-02,USPS,Returned
2470,2470,2022-03-17,Bluedart,Pending
2471,2471,2024-12-05,DHL,Pending
2472,2472,2024-02-04,UPS,Processing
2473,2473,2022-11-20,USPS,Processing
2474,2474,2022-02-15,Bluedart,Processing
2475,2475,2023-02-22,DHL,Shipped
2476,2476,2023-09-08,FedEx,Delivered
2477,2477,2024-06-21,UPS,Delivered
2478,2478,2024-03-20,Amazon Logistics,Pending
2479,2479,2022-02-17,UPS,Delivered
2480,2480,2021-11-18,USPS,Processing
2481,2481,2024-08-24,UPS,Processing
2482,2482,2024-01-23,DHL,Returned
2483,2483,2021-12-28,Bluedart,Delivered
2484,2484,2023-11-07,Amazon Logistics,Returned
2485,2485,2022-03-13,UPS,Out for Delivery
2486,2486,2023-06-05,USPS,Delivered
2487,2487,2021-03-02,Bluedart,Pending
2488,2488,2024-05-26,FedEx,Shipped
2489,2489,2023-07-13,DHL,Shipped
2490,2490,2024-07-03,UPS,Shipped
2491,2491,2023-09-01,USPS,Delivered
2492,2492,2022-01-26,FedEx,Shipped
2493,2493,2024-08-23,UPS,Out for Delivery
2494,2494,2022-06-12,Bluedart,Shipped
2495,2495,2022-10-22,FedEx,Delivered
2496,2496,2023-10-14,USPS,Shipped
2497,2497,2022-07-22,Bluedart,Pending
2498,2498,2023-10-02,FedEx,Delivered
2499,2499,2023-08-10,Bluedart,Shipped
2500,2500,2021-07-28,FedEx,Shipped
2501,2501,2022-04-24,DHL,Shipped
2502,2502,2021-02-18,Bluedart,Returned
2503,2503,2021-12-06,Bluedart,Returned
2504,2504,2024-10-02,UPS,Out for Delivery
2505,2505,2021-01-17,USPS,Delivered
2506,2506,2021-02-07,FedEx,Out for Delivery
2507,2507,2021-12-08,FedEx,Pending
2508,2508,2022-01-21,UPS,Out for Delivery
2509,2509,2021-10-08,DHL,Shipped
2510,2510,2021-06-18,Bluedart,Processing
2511,2511,2022-02-17,USPS,Shipped
2512,2512,2024-10-22,FedEx,Delivered
2513,2513,2024-09-11,UPS,Pending
2514,2514,2024-05-11,FedEx,Delivered
2515,2515,2024-06-08,Amazon Logistics,Delivered
2516,2516,2022-04-22,FedEx,Delivered
2517,2517,2023-10-25,Amazon Logistics,Processing
2518,2518,2023-07-27,Amazon Logistics,Pending
2519,2519,2024-01-09,DHL,Returned
2520,2520,2021-07-27,UPS,Delivered
2521,2521,2023-11-16,Amazon Logistics,Out for Delivery
2522,2522,2022-08-21,USPS,Pending
2523,2523,2024-11-14,Bluedart,Delivered
2524,2524,2024-02-09,FedEx,Shipped
2525,2525,2022-02-04,Bluedart,Delivered
2526,2526,2021-02-21,FedEx,Delivered
2527,2527,2023-07-04,FedEx,Shipped
2528,2528,2024-02-24,Bluedart,Delivered
2529,2529,2024-11-11,FedEx,Pending
2530,2530,2022-01-12,Amazon Logistics,Processing
2531,2531,2021-05-05,UPS,Processing
2532,2532,2021-02-10,FedEx,Delivered
2533,2533,2021-10-01,Bluedart,Delivered
2534,2534,2024-04-13,DHL,Processing
2535,2535,2024-06-05,UPS,Pending
2536,2536,2022-07-21,UPS,Shipped
2537,2537,2024-06-25,DHL,Processing
2538,2538,2024-04-17,FedEx,Processing
2539,2539,2023-07-17,FedEx,Pending
2540,2540,2023-04-13,USPS,Returned
2541,2541,2021-02-19,USPS,Delivered
2542,2542,2024-11-13,FedEx,Shipped
2543,2543,2022-12-03,Amazon Logistics,Returned
2544,2544,2023-01-29,DHL,Out for Delivery
2545,2545,2023-01-20,Bluedart,Out for Delivery
2546,2546,2023-06-03,UPS,Out for Delivery
2547,2547,2021-07-11,UPS,Processing
2548,2548,2022-04-20,Bluedart,Shipped
2549,2549,2024-12-07,UPS,Out for Delivery
2550,2550,2023-08-04,USPS,Processing
2551,2551,2024-12-17,UPS,Shipped
2552,2552,2021-02-22,Bluedart,Pending
2553,2553,2024-11-29,Amazon Logistics,Processing
2554,2554,2024-03-07,Amazon Logistics,Returned
2555,2555,2023-03-07,Amazon Logistics,Processing
2556,2556,2022-06-14,UPS,Returned
2557,2557,2024-06-06,Amazon Logistics,Shipped
2558,2558,2022-10-18,Bluedart,Delivered
2559,2559,2022-09-06,FedEx,Delivered
2560,2560,2021-01-23,DHL,Out for Delivery
2561,2561,2022-10-09,FedEx,Delivered
2562,2562,2022-12-11,Amazon Logistics,Out for Delivery
2563,2563,2023-07-24,DHL,Pending
2564,2564,2023-02-04,Bluedart,Returned
2565,2565,2021-07-02,UPS,Shipped
2566,2566,2023-06-30,UPS,Returned
2567,2567,2021-08-11,DHL,Delivered
2568,2568,2024-11-07,Bluedart,Shipped
2569,2569,2022-05-07,DHL,Out for Delivery
2570,2570,2021-03-15,Bluedart,Out for Delivery
2571,2571,2024-07-10,DHL,Processing
2572,2572,2022-04-19,Bluedart,Out for Delivery
2573,2573,2024-02-17,FedEx,Returned
2574,2574,2024-11-27,USPS,Out for Delivery
2575,2575,2021-11-11,Amazon Logistics,Delivered
2576,2576,2023-11-27,Amazon Logistics,Returned
2577,2577,2021-08-13,USPS,Delivered
2578,2578,2021-07-30,Amazon Logistics,Shipped
2579,2579,2023-03-13,Amazon Logistics,Delivered
2580,2580,2024-11-21,USPS,Pending
2581,2581,2023-07-11,USPS,Shipped
2582,2582,2022-08-23,USPS,Processing
2583,2583,2021-07-10,Bluedart,Out for Delivery
2584,2584,2023-11-04,Bluedart,Pending
2585,2585,2021-09-07,UPS,Out for Delivery
2586,2586,2024-12-18,FedEx,Out for Delivery
2587,2587,2021-05-16,DHL,Pending
2588,2588,2022-01-25,Amazon Logistics,Delivered
2589,2589,2021-10-07,UPS,Pending
2590,2590,2021-09-11,FedEx,Shipped
2591,2591,2024-06-03,FedEx,Shipped
2592,2592,2021-04-21,Amazon Logistics,Processing
2593,2593,2021-12-10,USPS,Returned
2594,2594,2024-07-14,DHL,Shipped
2595,2595,2021-04-14,Amazon Logistics,Pending
2596,2596,2024-02-09,Bluedart,Out for Delivery
2597,2597,2022-02-03,DHL,Delivered
2598,2598,2023-12-08,UPS,Out for Delivery
2599,2599,2023-08-11,DHL,Returned
2600,2600,2021-05-09,UPS,Out for Delivery
2601,2601,2023-07-30,UPS,Processing
2602,2602,2023-05-17,Bluedart,Delivered
2603,2603,2022-10-15,Amazon Logistics,Shipped
2604,2604,2021-11-30,FedEx,Pending
2605,2605,2021-06-25,UPS,Returned
2606,2606,2022-05-15,Bluedart,Processing
2607,2607,2021-09-26,USPS,Out for Delivery
2608,2608,2022-11-25,USPS,Shipped
2609,2609,2023-05-18,UPS,Processing
2610,2610,2022-01-07,USPS,Returned
2611,2611,2024-07-03,Bluedart,Shipped
2612,2612,2022-06-27,Bluedart,Delivered
2613,2613,2023-09-27,DHL,Delivered
2614,2614,2024-05-28,USPS,Returned
2615,2615,2023-08-28,Amazon Logistics,Delivered
2616,2616,2023-02-24,UPS,Returned
2617,2617,2021-02-18,DHL,Processing
2618,2618,2023-12-12,FedEx,Out for Delivery
2619,2619,2024-10-30,Bluedart,Pending
2620,2620,2023-10-29,USPS,Pending
2621,2621,2023-06-26,FedEx,Shipped
2622,2622,2024-10-27,DHL,Delivered
2623,2623,2023-05-04,Bluedart,Pending
2624,2624,2021-04-09,DHL,Shipped
2625,2625,2022-11-18,FedEx,Out for Delivery
2626,2626,2022-10-30,DHL,Pending
2627,2627,2024-06-10,UPS,Out for Delivery
2628,2628,2024-04-14,Amazon Logistics,Out for Delivery
2629,2629,2023-11-14,Bluedart,Delivered
2630,2630,2023-06-03,FedEx,Returned
2631,2631,2021-10-21,DHL,Pending
2632,2632,2022-12-23,Amazon Logistics,Out for Delivery
2633,2633,2021-07-12,USPS,Processing
2634,2634,2022-07-11,Bluedart,Delivered
2635,2635,2024-09-29,Bluedart,Pending
2636,2636,2022-12-13,USPS,Processing
2637,2637,2024-04-15,UPS,Processing
2638,2638,2024-08-17,USPS,Returned
2639,2639,2022-02-06,FedEx,Processing
2640,2640,2021-07-04,UPS,Pending
2641,2641,2023-11-30,Amazon Logistics,Processing
2642,2642,2022-05-28,USPS,Returned
2643,2643,2024-10-03,FedEx,Pending
2644,2644,2023-06-23,Amazon Logistics,Delivered
2645,2645,2021-04-20,Amazon Logistics,Delivered
2646,2646,2022-10-10,DHL,Out for Delivery
2647,2647,2021-11-18,Bluedart,Processing
2648,2648,2021-10-10,UPS,Returned
2649,2649,2022-12-27,UPS,Delivered
2650,2650,2024-07-09,USPS,Processing
2651,2651,2024-02-24,Amazon Logistics,Processing
2652,2652,2022-06-14,USPS,Shipped
2653,2653,2022-07-12,DHL,Shipped
2654,2654,2021-04-20,USPS,Delivered
2655,2655,2022-01-22,Bluedart,Delivered
2656,2656,2022-04-27,FedEx,Delivered
2657,2657,2023-06-03,UPS,Out for Delivery
2658,2658,2024-01-23,UPS,Returned
2659,2659,2022-05-15,Amazon Logistics,Out for Delivery
2660,2660,2023-07-13,UPS,Shipped
2661,2661,2022-07-18,USPS,Pending
2662,2662,2024-02-17,USPS,Shipped
2663,2663,2022-01-20,Bluedart,Out for Delivery
2664,2664,2021-04-01,Bluedart,Shipped
2665,2665,2024-11-29,USPS,Out for Delivery
2666,2666,2024-12-05,USPS,Returned
2667,2667,2022-03-15,Bluedart,Out for Delivery
2668,2668,2021-06-25,Bluedart,Shipped
2669,2669,2022-11-27,USPS,Pending
2670,2670,2022-03-30,FedEx,Out for Delivery
2671,2671,2021-12-07,Bluedart,Returned
2672,2672,2021-11-15,DHL,Returned
2673,2673,2021-12-31,UPS,Shipped
2674,2674,2023-02-10,UPS,Shipped
2675,2675,2022-07-12,Bluedart,Pending
2676,2676,2024-08-22,DHL,Shipped
2677,2677,2021-11-01,Bluedart,Delivered
2678,2678,2022-11-25,Amazon Logistics,Pending
2679,2679,2021-03-18,DHL,Returned
2680,2680,2024-02-07,DHL,Returned
2681,2681,2022-10-19,UPS,Processing
2682,2682,2022-09-25,UPS,Delivered
2683,2683,2023-03-26,UPS,Processing
2684,2684,2021-05-30,USPS,Returned
2685,2685,2022-06-03,FedEx,Pending
2686,2686,2022-12-29,DHL,Delivered
2687,2687,2023-10-14,USPS,Processing
2688,2688,2021-03-31,DHL,Shipped
2689,2689,2022-01-22,DHL,Out for Delivery
2690,2690,2024-06-19,DHL,Pending
2691,2691,2024-08-09,DHL,Processing
2692,2692,2024-06-05,UPS,Pending
2693,2693,2022-01-05,UPS,Returned
2694,2694,2022-12-02,DHL,Processing
2695,2695,2023-10-30,USPS,Shipped
2696,2696,2021-03-10,Amazon Logistics,Out for Delivery
2697,2697,2024-12-27,USPS,Returned
2698,2698,2022-12-23,FedEx,Processing
2699,2699,2022-04-20,Amazon Logistics,Processing
2700,2700,2022-07-29,UPS,Out for Delivery
2701,2701,2021-05-11,Amazon Logistics,Processing
2702,2702,2024-04-17,Amazon Logistics,Processing
2703,2703,2022-08-03,Bluedart,Returned
2704,2704,2022-09-03,DHL,Delivered
2705,2705,2023-03-04,Amazon Logistics,Delivered
2706,2706,2023-12-03,Amazon Logistics,Processing
2707,2707,2022-04-17,Amazon Logistics,Out for Delivery
2708,2708,2023-05-07,Bluedart,Shipped
2709,2709,2024-04-04,USPS,Shipped
2710,2710,2022-12-07,DHL,Pending
2711,2711,2022-05-04,DHL,Delivered
2712,2712,2023-02-17,FedEx,Delivered
2713,2713,2022-04-11,DHL,Shipped
2714,2714,2021-02-25,UPS,Shipped
2715,2715,2022-05-13,Amazon Logistics,Delivered
2716,2716,2023-05-27,UPS,Delivered
2717,2717,2024-07-23,UPS,Delivered
2718,2718,2023-08-05,Bluedart,Shipped
2719,2719,2024-05-09,Amazon Logistics,Returned
2720,2720,2022-07-04,USPS,Shipped
2721,2721,2021-01-11,Bluedart,Delivered
2722,2722,2024-12-20,UPS,Delivered
2723,2723,2021-10-12,FedEx,Shipped
2724,2724,2023-07-25,Bluedart,Out for Delivery
2725,2725,2022-08-14,Bluedart,Out for Delivery
2726,2726,2022-04-17,DHL,Pending
2727,2727,2023-07-12,Bluedart,Processing
2728,2728,2024-10-31,Bluedart,Pending
2729,2729,2023-04-29,Amazon Logistics,Out for Delivery
2730,2730,2021-05-25,FedEx,Returned
2731,2731,2022-08-01,DHL,Shipped
2732,2732,2022-11-27,UPS,Pending
2733,2733,2023-12-18,UPS,Delivered
2734,2734,2022-10-23,UPS,Returned
2735,2735,2022-10-12,DHL,Returned
2736,2736,2024-03-17,DHL,Processing
2737,2737,2022-12-20,UPS,Shipped
2738,2738,2021-07-16,Amazon Logistics,Out for Delivery
2739,2739,2024-12-12,UPS,Returned
2740,2740,2022-04-29,Amazon Logistics,Returned
2741,2741,2022-06-10,USPS,Pending
2742,2742,2022-08-04,DHL,Pending
2743,2743,2024-04-22,UPS,Processing
2744,2744,2021-08-16,UPS,Shipped
2745,2745,2023-05-29,FedEx,Out for Delivery
2746,2746,2022-05-01,UPS,Out for Delivery
2747,2747,2024-04-25,Bluedart,Pending
2748,2748,2023-12-26,DHL,Shipped
2749,2749,2024-02-07,USPS,Out for Delivery
2750,2750,2023-11-24,UPS,Shipped
2751,2751,2024-01-01,Amazon Logistics,Pending
2752,2752,2023-10-25,UPS,Delivered
2753,2753,2023-03-18,UPS,Returned
2754,2754,2023-05-22,UPS,Pending
2755,2755,2021-07-31,Amazon Logistics,Delivered
2756,2756,2023-06-27,Bluedart,Returned
2757,2757,2024-04-11,USPS,Processing
2758,2758,2023-11-12,DHL,Returned
2759,2759,2021-08-02,USPS,Shipped
2760,2760,2022-05-19,UPS,Returned
2761,2761,2022-11-05,Bluedart,Out for Delivery
2762,2762,2024-12-31,Bluedart,Shipped
2763,2763,2023-09-03,FedEx,Pending
2764,2764,2023-02-01,USPS,Processing
2765,2765,2023-12-24,DHL,Shipped
2766,2766,2022-02-23,FedEx,Processing
2767,2767,2024-07-13,UPS,Returned
2768,2768,2021-01-31,DHL,Pending
2769,2769,2023-12-31,DHL,Out for Delivery
2770,2770,2024-10-09,Bluedart,Out for Delivery
2771,2771,2022-02-06,USPS,Returned
2772,2772,2022-12-08,Amazon Logistics,Shipped
2773,2773,2023-04-01,UPS,Out for Delivery
2774,2774,2022-09-12,Bluedart,Pending
2775,2775,2021-04-05,DHL,Delivered
2776,2776,2022-12-17,Bluedart,Out for Delivery
2777,2777,2022-01-16,USPS,Returned
2778,2778,2021-10-02,USPS,Returned
2779,2779,2021-11-22,Bluedart,Shipped
2780,2780,2021-01-19,UPS,Pending
2781,2781,2022-07-18,UPS,Out for Delivery
2782,2782,2022-04-24,DHL,Shipped
2783,2783,2021-01-15,FedEx,Delivered
2784,2784,2024-03-09,FedEx,Pending
2785,2785,2025-01-02,USPS,Out for Delivery
2786,2786,2021-03-16,UPS,Out for Delivery
