order_id,order_date,customer_id,seller_id,order_status
2608,2022-11-22,458,52,Shipped
2609,2023-05-12,126,3,Processing
2610,2021-12-30,589,14,Returned
2611,2024-06-26,166,6,Cancelled
2612,2022-06-20,263,55,Pending
2613,2023-09-22,87,8,Cancelled
2614,2024-05-24,306,24,Cancelled
2615,2023-08-25,176,28,Returned
2616,2023-02-17,1,16,Shipped
2617,2021-02-14,48,34,Shipped
2618,2023-12-06,675,35,Delivered
2619,2024-10-24,144,37,Delivered
2620,2023-10-19,712,21,Cancelled
2621,2023-06-18,361,39,Cancelled
2622,2024-10-21,523,14,Returned
2623,2023-04-27,102,43,Pending
2624,2021-04-02,243,3,Processing
2625,2022-11-10,146,20,Processing
2626,2022-10-27,138,39,Cancelled
2627,2024-06-02,222,38,Shipped
2628,2024-04-08,285,9,Returned
2629,2023-11-10,638,28,Pending
2630,2023-05-29,564,17,Shipped
2631,2021-10-15,391,42,Processing
2632,2022-12-19,410,30,Pending
2633,2021-07-02,261,44,Delivered
2634,2022-07-05,712,10,Cancelled
2635,2024-09-21,209,5,Returned
2636,2022-12-06,751,18,Returned
2637,2024-04-09,714,42,Processing
2638,2024-08-11,732,24,Cancelled
2639,2022-02-03,674,42,Cancelled
2640,2021-07-01,620,11,Delivered
2641,2023-11-25,842,10,Shipped
2642,2022-05-21,807,28,Delivered
2643,2024-09-28,27,39,Processing
2644,2023-06-15,80,18,Pending
2645,2021-04-17,545,8,Returned
2646,2022-10-02,562,27,Pending
2647,2021-11-10,338,41,Pending
2648,2021-10-02,372,22,Shipped
2649,2022-12-20,150,52,Processing
2650,2024-07-05,281,1,Pending
2651,2024-02-15,387,15,Delivered
2652,2022-06-10,108,51,Pending
2653,2022-07-02,180,34,Returned
2654,2021-04-12,897,20,Cancelled
2655,2022-01-15,842,52,Delivered
2656,2022-04-17,98,34,Shipped
2657,2023-05-30,718,37,Shipped
2658,2024-01-14,565,18,Cancelled
2659,2022-05-06,102,4,Processing
2660,2023-07-10,326,49,Delivered
2661,2022-07-13,186,23,Returned
2662,2024-02-08,695,51,Cancelled
2663,2022-01-16,565,39,Delivered
2664,2021-03-22,489,38,Processing
2665,2024-11-23,266,1,Returned
2666,2024-11-25,526,46,Processing
2667,2022-03-11,674,9,Processing
2668,2021-06-19,388,37,Returned
2669,2022-11-21,274,4,Returned
2670,2022-03-22,655,24,Returned
2671,2021-11-30,797,16,Returned
2672,2021-11-11,624,27,Returned
2673,2021-12-23,469,12,Delivered
2674,2023-02-01,363,52,Delivered
2675,2022-07-06,515,19,Shipped
2676,2024-08-12,439,34,Returned
2677,2021-10-23,834,15,Shipped
2678,2022-11-20,651,55,Pending
2679,2021-03-13,313,27,Shipped
2680,2024-01-29,866,6,Returned
2681,2022-10-10,82,5,Returned
2682,2022-09-21,246,6,Processing
2683,2023-03-16,590,4,Pending
2684,2021-05-24,762,19,Cancelled
2685,2022-05-31,505,52,Pending
2686,2022-12-26,435,44,Cancelled
2687,2023-10-09,749,9,Delivered
2688,2021-03-26,510,33,Returned
2689,2022-01-17,694,35,Returned
2690,2024-06-12,128,26,Pending
2691,2024-08-04,632,13,Returned
2692,2024-05-26,8,46,Delivered
2693,2021-12-27,720,35,Returned
2694,2022-11-22,354,16,Returned
2695,2023-10-25,678,53,Cancelled
2696,2021-02-28,701,39,Pending
2697,2024-12-20,622,29,Processing
2698,2022-12-20,691,49,Cancelled
2699,2022-04-11,231,12,Pending
2700,2022-07-19,376,54,Processing
2701,2021-05-03,527,23,Pending
2702,2024-04-08,433,32,Delivered
2703,2022-07-27,175,24,Pending
2704,2022-08-24,347,44,Processing
2705,2023-03-01,852,35,Pending
2706,2023-11-23,298,20,Delivered
2707,2022-04-09,301,17,Processing
2708,2023-04-27,3,48,Returned
2709,2024-03-31,583,26,Processing
2710,2022-12-03,313,42,Cancelled
2711,2022-04-24,846,3,Delivered
2712,2023-02-08,633,55,Delivered
2713,2022-04-06,59,23,Pending
2714,2021-02-17,631,30,Shipped
2715,2022-05-04,306,23,Pending
2716,2023-05-21,6,23,Returned
2717,2024-07-15,191,26,Shipped
2718,2023-07-30,10,7,Delivered
2719,2024-05-03,504,13,Pending
2720,2022-06-25,542,33,Processing
2721,2021-01-05,421,8,Delivered
2722,2024-12-17,8,10,Returned
2723,2021-10-08,257,15,Delivered
2724,2023-07-21,405,24,Shipped
2725,2022-08-04,374,28,Processing
2726,2022-04-08,550,52,Shipped
2727,2023-07-02,112,29,Returned
2728,2024-10-24,860,29,Processing
2729,2023-04-19,144,23,Returned
2730,2021-05-21,445,1,Shipped
2731,2022-07-26,892,46,Processing
2732,2022-11-19,114,13,Shipped
2733,2023-12-11,42,9,Delivered
2734,2022-10-15,432,48,Shipped
2735,2022-10-03,33,11,Returned
2736,2024-03-10,204,31,Returned
2737,2022-12-13,273,8,Delivered
2738,2021-07-07,501,36,Delivered
2739,2024-12-06,820,44,Returned
2740,2022-04-22,131,21,Delivered
2741,2022-06-04,514,47,Returned
2742,2022-07-29,864,53,Delivered
2743,2024-04-12,135,8,Pending
2744,2021-08-10,812,2,Processing
2745,2023-05-25,160,23,Cancelled
2746,2022-04-28,14,50,Returned
2747,2024-04-20,243,4,Returned
2748,2023-12-16,850,22,Delivered
2749,2024-01-29,612,48,Pending
2750,2023-11-17,445,31,Shipped
2751,2023-12-29,289,32,Pending
2752,2023-10-22,780,28,Processing
2753,2023-03-13,633,10,Returned
2754,2023-05-13,524,12,Processing
2755,2021-07-28,288,50,Pending
2756,2023-06-17,885,17,Returned
2757,2024-04-08,254,43,Delivered
2758,2023-11-06,204,31,Returned
2759,2021-07-24,802,52,Pending
2760,2022-05-10,718,47,Cancelled
2761,2022-10-29,626,12,Processing
2762,2024-12-24,876,38,Returned
2763,2023-08-29,650,10,Processing
2764,2023-01-26,124,9,Delivered
2765,2023-12-21,40,18,Processing
2766,2022-02-17,150,28,Pending
2767,2024-07-05,632,13,Pending
2768,2021-01-25,886,4,Delivered
2769,2023-12-27,418,34,Shipped
2770,2024-10-02,717,41,Processing
2771,2022-01-28,228,22,Delivered
2772,2022-11-30,491,4,Cancelled
2773,2023-03-25,438,42,Pending
2774,2022-09-06,312,8,Shipped
2775,2021-03-26,373,18,Shipped
2776,2022-12-12,729,27,Processing
2777,2022-01-12,328,4,Processing
2778,2021-09-28,42,1,Pending
2779,2021-11-19,677,48,Shipped
2780,2021-01-11,218,19,Delivered
2781,2022-07-11,287,39,Pending
2782,2022-04-18,442,12,Shipped
2783,2021-01-11,504,24,Shipped
2784,2024-02-29,312,8,Pending
2785,2024-12-27,686,1,Returned
2786,2021-03-13,566,50,Processing
2787,2024-03-12,340,24,Returned
2788,2021-04-27,830,24,Returned
2789,2021-09-25,798,38,Cancelled
2790,2022-05-30,620,24,Processing
2791,2024-08-25,666,18,Processing
2792,2024-01-12,599,25,Pending
2793,2023-01-14,109,9,Returned
2794,2022-10-14,761,39,Pending
2795,2023-11-27,43,38,Returned
2796,2024-02-19,838,13,Processing
2797,2024-09-14,722,29,Pending
2798,2023-07-06,77,35,Cancelled
2799,2022-08-04,352,20,Returned
2800,2021-05-26,486,49,Processing
2801,2024-01-21,547,47,Processing
2802,2022-11-30,45,9,Processing
2803,2022-10-30,429,36,Returned
2804,2022-04-18,259,49,Cancelled
2805,2023-01-16,356,24,Delivered
2806,2023-06-03,645,46,Pending
2807,2021-11-15,447,5,Delivered
2808,2021-12-17,430,34,Cancelled
2809,2023-10-17,810,2,Processing
2810,2024-03-05,614,18,Returned
2811,2024-03-30,133,19,Pending
2812,2024-03-31,580,4,Returned
2813,2021-07-12,195,48,Delivered
2814,2023-03-07,507,44,Cancelled
2815,2024-03-20,892,33,Pending
2816,2021-02-03,170,29,Cancelled
2817,2022-10-03,394,36,Delivered
2818,2021-12-31,411,39,Shipped
2819,2022-03-15,212,12,Pending
2820,2023-08-14,164,37,Processing
2821,2024-08-20,607,45,Pending
2822,2022-05-31,810,33,Delivered
2823,2024-10-15,516,46,Returned
2824,2023-12-06,538,17,Shipped
2825,2023-06-23,873,15,Shipped
2826,2023-12-28,726,18,Cancelled
2827,2023-08-13,122,11,Processing
2828,2023-02-27,47,35,Processing
2829,2021-10-11,299,3,Returned
2830,2022-09-14,152,18,Processing
2831,2023-03-03,277,51,Pending
2832,2022-09-30,658,16,Processing
2833,2021-09-05,548,8,Pending
2834,2021-12-22,665,23,Returned
2835,2024-04-02,620,24,Shipped
2836,2024-06-23,86,46,Cancelled
2837,2022-03-16,271,47,Processing
2838,2021-04-21,419,40,Shipped
2839,2021-10-23,333,4,Returned
2840,2022-10-23,836,1,Shipped
2841,2024-07-05,225,47,Shipped
2842,2024-06-24,181,17,Pending
2843,2024-02-17,551,43,Cancelled
2844,2021-02-13,109,47,Returned
2845,2021-07-13,705,25,Returned
2846,2024-03-12,264,41,Returned
2847,2021-11-08,619,36,Processing
2848,2022-06-14,837,29,Processing
2849,2023-02-09,333,18,Processing
2850,2021-07-10,596,41,Delivered
2851,2022-09-15,160,29,Processing
2852,2021-11-19,748,47,Delivered
2853,2022-04-11,378,10,Delivered
2854,2023-06-11,96,32,Processing
2855,2021-09-03,471,12,Processing
2856,2022-12-30,194,37,Delivered
2857,2021-03-22,747,12,Returned
2858,2022-10-03,289,2,Shipped
2859,2023-03-27,167,12,Delivered
2860,2021-08-15,704,39,Processing
2861,2024-03-15,72,10,Pending
2862,2023-12-05,437,16,Delivered
2863,2021-12-06,661,26,Pending
2864,2024-12-25,742,34,Processing
2865,2024-12-19,745,49,Pending
2866,2024-11-18,618,7,Delivered
2867,2023-10-09,394,2,Pending
2868,2023-02-23,847,1,Returned
2869,2024-03-13,45,9,Processing
2870,2021-10-27,789,6,Shipped
2871,2022-11-17,147,41,Cancelled
2872,2022-06-25,14,51,Pending
2873,2022-04-19,811,7,Cancelled
2874,2023-11-07,754,53,Shipped
2875,2023-09-07,874,46,Pending
2876,2021-10-03,208,9,Delivered
2877,2024-08-11,778,37,Delivered
2878,2022-02-11,836,11,Shipped
2879,2022-02-05,340,31,Processing
2880,2024-12-27,250,4,Cancelled
2881,2023-07-25,709,18,Returned
2882,2022-02-06,557,8,Pending
2883,2023-06-05,845,3,Pending
2884,2023-03-11,558,19,Pending
2885,2022-04-24,524,54,Delivered
2886,2024-04-20,146,1,Processing
2887,2024-04-26,25,15,Delivered
2888,2023-12-03,395,10,Shipped
2889,2023-07-20,672,19,Processing
2890,2022-01-05,701,25,Returned
2891,2021-07-02,733,53,Pending
2892,2024-03-02,504,11,Pending
2893,2024-02-21,230,7,Shipped
2894,2024-09-26,366,5,Cancelled
2895,2024-11-13,342,8,Shipped
2896,2021-06-13,87,3,Cancelled
2897,2021-04-28,155,12,Delivered
2898,2021-03-27,544,22,Cancelled
2899,2021-06-14,186,44,Delivered
2900,2022-12-23,154,43,Returned
2901,2022-09-14,309,40,Shipped
2902,2024-01-02,357,7,Shipped
2903,2024-09-27,512,43,Shipped
2904,2023-04-25,272,52,Returned
2905,2021-05-14,818,5,Pending
2906,2022-05-31,883,10,Returned
2907,2023-09-19,151,21,Processing
2908,2024-11-19,400,29,Returned
2909,2022-12-18,816,51,Delivered
2910,2024-05-11,835,5,Pending
2911,2024-04-19,592,28,Returned
2912,2024-03-21,286,10,Pending
2913,2021-02-23,331,9,Processing
2914,2024-04-09,786,25,Shipped
2915,2024-04-30,327,32,Delivered
2916,2021-06-09,493,45,Delivered
2917,2022-02-11,617,51,Returned
2918,2023-11-07,342,9,Returned
2919,2022-07-24,252,25,Delivered
2920,2023-01-16,563,32,Cancelled
2921,2024-11-13,547,32,Cancelled
2922,2023-02-04,550,53,Processing
2923,2022-06-12,394,6,Cancelled
2924,2021-08-31,733,27,Cancelled
2925,2023-02-17,592,50,Returned
2926,2024-09-21,831,48,Processing
2927,2022-08-15,720,6,Processing
2928,2022-12-24,371,1,Processing
2929,2021-02-15,872,2,Shipped
2930,2023-12-16,572,31,Processing
2931,2021-10-13,113,4,Shipped
2932,2022-07-21,370,55,Processing
2933,2021-01-26,302,30,Processing
2934,2024-07-22,856,55,Cancelled
2935,2022-04-06,432,16,Processing
2936,2023-04-16,848,15,Pending
2937,2021-06-29,765,9,Pending
2938,2022-12-17,713,46,Processing
2939,2023-11-13,387,47,Pending
2940,2022-03-14,713,28,Shipped
2941,2024-01-18,56,45,Pending
2942,2021-11-16,679,38,Pending
2943,2022-08-15,489,54,Cancelled
2944,2024-08-05,892,11,Pending
2945,2021-11-13,151,24,Processing
2946,2022-04-04,81,16,Pending
2947,2024-03-27,13,37,Delivered
2948,2021-06-06,154,49,Processing
2949,2022-10-08,482,48,Processing
2950,2024-12-29,767,34,Returned
2951,2021-07-31,307,31,Delivered
2952,2023-05-11,740,22,Delivered
2953,2021-09-24,801,42,Returned
2954,2023-04-13,14,19,Pending
2955,2021-06-28,160,4,Returned
2956,2021-03-05,33,39,Processing
2957,2022-08-19,516,11,Pending
2958,2024-01-18,406,54,Delivered
2959,2022-02-19,697,30,Cancelled
2960,2021-09-05,729,54,Shipped
2961,2024-05-03,586,33,Shipped
2962,2022-06-09,727,15,Delivered
2963,2023-05-20,161,18,Pending
2964,2023-04-10,535,25,Processing
2965,2024-08-29,761,14,Delivered
2966,2023-04-12,634,4,Processing
2967,2021-03-09,402,12,Returned
2968,2021-01-13,573,39,Pending
2969,2024-10-15,837,45,Delivered
2970,2024-09-05,489,21,Returned
2971,2021-10-25,658,26,Delivered
2972,2023-01-22,169,4,Shipped
2973,2022-10-21,663,28,Processing
2974,2023-11-12,277,7,Pending
2975,2021-07-10,80,24,Cancelled
2976,2022-07-12,798,55,Shipped
2977,2023-08-16,29,16,Shipped
2978,2024-07-08,167,35,Pending
2979,2021-05-19,67,14,Cancelled
2980,2024-07-12,12,49,Shipped
2981,2022-11-21,193,36,Processing
2982,2024-10-20,654,3,Processing
2983,2023-11-23,276,6,Cancelled
2984,2023-04-03,579,3,Cancelled
2985,2024-12-19,810,31,Pending
2986,2021-11-02,50,21,Pending
2987,2023-07-04,317,1,Shipped
2988,2022-04-13,770,19,Delivered
2989,2023-01-08,513,13,Shipped
2990,2024-11-27,770,26,Returned
2991,2024-12-26,365,9,Returned
2992,2024-09-13,691,7,Shipped
2993,2022-01-04,418,48,Cancelled
2994,2023-01-24,104,33,Processing
2995,2024-05-20,25,38,Delivered
2996,2023-08-08,489,38,Pending
2997,2021-11-13,298,11,Processing
2998,2022-01-05,699,30,Pending
2999,2022-06-05,641,6,Returned
3000,2021-08-26,238,14,Returned
3001,2022-01-28,670,10,Returned
3002,2022-04-26,165,33,Cancelled
3003,2024-02-26,747,39,Returned
3004,2023-03-17,536,50,Shipped
3005,2021-10-11,459,51,Processing
3006,2024-01-15,348,19,Shipped
3007,2023-05-10,639,55,Delivered
3008,2023-08-01,41,46,Returned
3009,2023-10-10,397,16,Processing
3010,2024-10-28,626,39,Pending
3011,2024-11-23,157,37,Returned
3012,2024-07-29,510,7,Pending
3013,2021-03-05,147,50,Shipped
3014,2024-01-17,561,52,Pending
3015,2021-01-23,511,7,Delivered
3016,2021-02-13,322,11,Shipped
3017,2024-08-14,166,5,Shipped
3018,2024-10-04,591,24,Shipped
3019,2024-10-15,92,5,Processing
3020,2024-03-28,728,50,Delivered
3021,2023-07-14,265,31,Shipped
3022,2022-02-11,782,29,Returned
3023,2022-02-12,144,8,Cancelled
3024,2021-11-05,500,3,Shipped
3025,2023-09-26,880,19,Delivered
3026,2023-11-05,419,55,Cancelled
3027,2022-08-01,697,9,Delivered
3028,2024-01-31,376,33,Cancelled
3029,2024-01-28,322,24,Pending
3030,2022-09-30,699,27,Cancelled
3031,2022-01-19,461,17,Returned
3032,2024-09-30,44,40,Returned
3033,2021-03-13,59,48,Processing
3034,2022-05-27,717,53,Cancelled
3035,2022-03-13,9,10,Pending
3036,2021-07-21,298,25,Processing
3037,2022-02-27,584,26,Pending
3038,2021-06-18,229,25,Delivered
3039,2021-11-07,686,6,Shipped
3040,2023-02-24,478,30,Returned
3041,2022-02-04,548,53,Delivered
3042,2024-08-05,112,6,Processing
3043,2024-08-26,750,7,Delivered
3044,2022-04-24,787,28,Processing
3045,2022-07-10,412,22,Pending
3046,2024-07-03,325,22,Cancelled
3047,2023-08-29,498,14,Returned
3048,2022-07-13,760,31,Pending
3049,2023-04-30,286,30,Pending
3050,2022-04-23,559,10,Delivered
3051,2021-02-15,150,41,Processing
3052,2021-05-01,328,37,Pending
3053,2024-10-24,616,50,Delivered
3054,2024-04-19,64,52,Shipped
3055,2023-03-26,809,28,Delivered
3056,2021-02-01,219,4,Processing
3057,2021-02-12,889,2,Returned
3058,2023-12-11,434,18,Shipped
3059,2022-05-04,651,12,Pending
3060,2023-02-05,146,5,Shipped
3061,2024-03-17,415,6,Shipped
3062,2021-11-29,895,46,Delivered
3063,2024-11-06,893,27,Cancelled
3064,2021-02-21,220,43,Shipped
3065,2024-07-25,189,54,Pending
3066,2021-05-28,95,28,Shipped
3067,2024-04-08,772,20,Processing
3068,2023-09-18,204,23,Delivered
3069,2022-12-15,494,31,Cancelled
3070,2022-04-17,706,51,Processing
3071,2021-05-26,714,28,Shipped
3072,2023-05-06,710,37,Delivered
3073,2022-09-28,843,1,Cancelled
3074,2023-08-08,802,39,Processing
3075,2024-10-25,80,47,Returned
3076,2024-02-06,593,40,Processing
3077,2023-09-28,332,43,Returned
3078,2021-12-18,761,53,Returned
3079,2023-08-04,751,21,Pending
3080,2021-12-06,155,30,Processing
3081,2022-09-06,512,21,Pending
3082,2022-11-25,812,44,Delivered
3083,2021-05-26,270,34,Returned
3084,2023-01-07,4,29,Processing
3085,2021-05-09,650,29,Returned
3086,2024-12-05,593,7,Pending
3087,2021-05-09,224,48,Processing
3088,2023-04-25,431,45,Cancelled
3089,2021-03-27,793,11,Cancelled
3090,2021-01-08,387,14,Shipped
3091,2023-06-22,215,13,Returned
3092,2023-06-05,591,1,Shipped
3093,2022-05-07,834,24,Pending
3094,2022-10-26,310,20,Cancelled
3095,2024-01-27,839,8,Returned
3096,2023-02-01,512,42,Delivered
3097,2022-09-05,424,27,Shipped
3098,2024-07-08,361,54,Cancelled
3099,2021-10-31,437,34,Shipped
3100,2022-06-02,117,12,Delivered
3101,2021-07-22,439,24,Processing
3102,2022-06-18,567,39,Processing
3103,2023-12-06,556,28,Delivered
3104,2024-04-04,292,55,Returned
3105,2024-07-06,706,44,Delivered
3106,2023-12-31,650,19,Returned
3107,2022-06-27,636,55,Pending
3108,2022-02-01,90,52,Pending
3109,2023-08-22,92,42,Pending
3110,2022-08-05,632,27,Pending
3111,2023-03-07,509,48,Cancelled
3112,2023-04-10,558,7,Returned
3113,2024-10-05,455,33,Cancelled
3114,2021-10-02,826,3,Returned
3115,2023-07-23,297,55,Delivered
3116,2022-11-11,217,15,Delivered
3117,2023-06-05,565,25,Pending
3118,2021-12-18,201,55,Delivered
3119,2022-02-12,128,23,Delivered
3120,2024-08-14,423,53,Returned
3121,2022-11-04,721,51,Returned
3122,2022-04-30,406,1,Shipped
3123,2023-02-28,801,15,Cancelled
3124,2024-09-23,291,18,Returned
3125,2023-03-09,271,20,Delivered
3126,2021-11-07,690,16,Pending
3127,2023-10-10,425,3,Pending
3128,2024-07-29,27,10,Shipped
3129,2024-03-04,861,53,Cancelled
3130,2021-04-10,840,48,Cancelled
3131,2021-11-29,326,22,Processing
3132,2023-07-07,586,28,Processing
3133,2021-12-25,570,26,Processing
3134,2021-11-21,632,42,Delivered
3135,2023-12-15,849,4,Cancelled
3136,2021-06-16,440,9,Returned
3137,2021-09-25,400,47,Processing
3138,2022-10-01,413,21,Cancelled
3139,2023-12-27,163,28,Processing
3140,2023-10-07,102,46,Processing
3141,2024-03-02,517,8,Returned
3142,2023-09-27,591,51,Delivered
3143,2023-12-28,864,49,Returned
3144,2023-09-02,267,54,Cancelled
3145,2021-04-26,163,21,Processing
3146,2023-07-17,96,6,Pending
3147,2024-07-28,448,1,Returned
3148,2021-12-04,789,38,Processing
3149,2024-01-24,29,40,Returned
3150,2024-04-08,557,6,Cancelled
3151,2021-08-18,392,2,Returned
3152,2024-06-15,752,9,Delivered
3153,2024-10-10,650,41,Shipped
3154,2022-04-26,192,16,Returned
3155,2023-05-03,228,20,Processing
3156,2022-10-21,549,54,Processing
3157,2024-11-21,744,50,Delivered
3158,2022-04-11,789,17,Returned
3159,2023-09-16,53,18,Pending
3160,2021-09-14,148,41,Pending
3161,2022-05-28,654,38,Pending
3162,2021-08-05,114,30,Cancelled
3163,2021-10-16,126,7,Processing
3164,2022-01-25,290,17,Processing
3165,2021-07-01,96,5,Delivered
3166,2021-09-14,865,24,Processing
3167,2024-09-06,401,7,Delivered
3168,2022-01-30,815,2,Delivered
3169,2021-07-15,76,32,Returned
3170,2022-01-25,79,14,Returned
3171,2021-01-06,430,25,Shipped
3172,2023-12-06,649,29,Processing
3173,2021-08-12,185,20,Pending
3174,2021-05-23,183,43,Cancelled
3175,2024-06-12,647,39,Pending
3176,2023-03-28,121,22,Shipped
3177,2024-02-14,496,40,Cancelled
3178,2022-07-01,560,1,Processing
3179,2022-03-20,535,48,Shipped
3180,2022-01-12,125,13,Cancelled
3181,2023-08-06,31,35,Pending
3182,2024-07-25,531,33,Processing
3183,2022-05-24,222,24,Pending
3184,2023-12-19,223,2,Shipped
3185,2022-02-11,142,15,Pending
3186,2023-07-16,746,45,Processing
3187,2024-02-17,275,18,Delivered
3188,2022-10-06,205,6,Shipped
3189,2023-12-12,726,36,Returned
3190,2022-02-04,302,30,Returned
3191,2023-06-07,829,32,Delivered
3192,2024-07-27,525,26,Processing
3193,2022-10-09,257,12,Processing
3194,2023-02-22,704,55,Returned
3195,2024-05-15,288,26,Pending
3196,2022-07-08,598,51,Cancelled
3197,2021-10-04,320,11,Processing
3198,2021-10-07,740,32,Delivered
3199,2022-12-09,457,28,Cancelled
3200,2022-01-31,766,18,Shipped
3201,2024-11-06,638,7,Cancelled
3202,2023-09-29,393,28,Processing
3203,2021-08-28,581,23,Shipped
3204,2023-06-27,648,53,Pending
3205,2022-11-30,461,11,Pending
3206,2024-07-22,524,17,Cancelled
3207,2022-05-07,420,19,Cancelled
3208,2024-04-08,847,42,Cancelled
3209,2022-07-26,361,26,Pending
3210,2021-06-13,118,12,Shipped
3211,2024-05-23,440,51,Processing
3212,2024-01-08,367,16,Pending
3213,2021-10-06,221,43,Shipped
3214,2022-11-18,381,10,Shipped
3215,2021-06-16,126,1,Shipped
3216,2022-06-05,705,1,Returned
3217,2021-06-12,337,14,Delivered
3218,2021-10-14,582,51,Shipped
3219,2022-07-19,239,36,Pending
3220,2024-07-03,395,19,Cancelled
3221,2023-12-08,218,34,Processing
3222,2021-08-23,106,36,Shipped
3223,2023-12-04,734,39,Returned
3224,2021-01-30,77,37,Returned
3225,2024-02-05,432,44,Delivered
3226,2022-08-29,326,53,Shipped
3227,2021-06-24,203,13,Pending
3228,2021-03-05,822,32,Delivered
3229,2022-02-17,48,18,Delivered
3230,2024-08-20,123,8,Delivered
3231,2021-03-23,176,39,Shipped
3232,2021-02-14,606,25,Processing
3233,2021-04-10,591,2,Shipped
3234,2021-10-08,19,42,Cancelled
3235,2024-11-12,5,30,Shipped
3236,2022-07-21,135,54,Delivered
3237,2024-04-29,38,35,Cancelled
3238,2021-01-29,41,22,Returned
3239,2022-02-08,17,5,Delivered
3240,2024-04-22,98,54,Delivered
3241,2022-07-04,741,20,Shipped
3242,2022-07-07,325,49,Shipped
3243,2024-11-02,410,6,Cancelled
3244,2021-02-12,794,21,Delivered
3245,2022-04-27,628,4,Delivered
3246,2023-09-23,306,45,Delivered
3247,2024-07-06,506,55,Returned
3248,2023-10-29,125,54,Shipped
3249,2024-09-24,633,7,Pending
3250,2024-01-20,230,4,Pending
3251,2022-11-06,143,7,Shipped
3252,2024-09-12,883,45,Returned
3253,2023-07-31,447,15,Processing
3254,2023-04-02,91,13,Returned
3255,2021-12-06,832,24,Cancelled
3256,2022-03-23,6,45,Pending
3257,2021-02-16,266,51,Pending
3258,2024-03-28,114,4,Shipped
3259,2024-06-14,77,17,Shipped
3260,2023-02-20,705,40,Delivered
3261,2021-10-31,277,45,Processing
3262,2023-11-04,142,38,Delivered
3263,2021-07-27,123,9,Shipped
3264,2021-07-10,883,10,Cancelled
3265,2023-04-25,871,27,Returned
3266,2022-04-28,458,43,Pending
3267,2024-02-05,535,34,Processing
3268,2022-08-13,592,31,Returned
3269,2021-02-03,502,18,Shipped
3270,2023-10-14,792,47,Delivered
3271,2022-06-08,232,6,Shipped
3272,2021-08-08,785,19,Returned
3273,2021-10-18,85,23,Cancelled
3274,2022-05-23,856,16,Returned
3275,2021-01-27,663,48,Processing
3276,2023-02-16,712,5,Pending
3277,2024-12-22,507,4,Processing
3278,2024-12-19,14,43,Processing
3279,2021-10-03,480,53,Delivered
3280,2022-01-29,193,32,Pending
3281,2022-12-23,349,14,Cancelled
3282,2023-03-17,780,34,Cancelled
3283,2023-01-25,880,21,Shipped
3284,2023-01-05,726,30,Returned
3285,2023-12-03,158,55,Cancelled
3286,2024-07-10,109,9,Processing
3287,2021-10-16,373,25,Delivered
3288,2022-04-06,889,40,Cancelled
3289,2024-12-22,208,50,Delivered
3290,2024-11-29,193,5,Shipped
3291,2021-05-21,434,11,Returned
3292,2022-09-21,315,37,Returned
3293,2024-01-21,105,10,Delivered
3294,2023-10-30,898,7,Returned
3295,2024-01-02,113,16,Pending
3296,2021-09-23,472,12,Shipped
3297,2022-11-06,30,31,Returned
3298,2021-06-18,544,29,Shipped
3299,2023-09-10,272,8,Cancelled
3300,2021-11-30,87,23,Delivered
3301,2021-10-25,218,10,Delivered
3302,2023-04-09,515,28,Cancelled
3303,2022-05-21,342,4,Delivered
3304,2024-10-25,280,24,Pending
3305,2022-01-27,51,42,Delivered
3306,2022-04-26,750,28,Processing
3307,2024-12-02,302,13,Delivered
3308,2023-02-24,181,39,Shipped
3309,2023-10-09,543,39,Delivered
3310,2021-10-14,532,28,Pending
3311,2021-10-14,698,4,Returned
3312,2024-10-12,255,8,Processing
3313,2021-10-25,118,4,Pending
3314,2023-11-30,590,18,Processing
3315,2023-08-21,68,35,Pending
3316,2021-11-25,283,15,Cancelled
3317,2024-03-31,717,46,Delivered
3318,2024-07-15,402,26,Pending
3319,2022-11-28,226,47,Returned
3320,2023-03-09,275,32,Processing
3321,2022-09-30,176,51,Processing
3322,2021-10-11,356,41,Shipped
3323,2021-11-26,723,39,Shipped
3324,2021-10-20,752,1,Pending
3325,2021-09-11,190,33,Returned
3326,2023-02-09,638,31,Returned
3327,2023-09-09,313,55,Returned
3328,2023-05-20,245,11,Shipped
3329,2022-07-22,698,5,Processing
3330,2024-09-15,192,22,Delivered
3331,2023-11-01,146,1,Returned
3332,2021-12-25,486,28,Shipped
3333,2021-12-23,22,12,Shipped
3334,2024-07-09,79,11,Returned
3335,2024-11-21,779,55,Pending
3336,2022-09-27,609,23,Delivered
3337,2022-01-24,598,1,Delivered
3338,2021-04-17,895,16,Delivered
3339,2021-07-08,113,3,Pending
3340,2021-12-09,581,44,Shipped
3341,2022-05-19,856,15,Cancelled
3342,2023-01-08,516,11,Processing
3343,2024-07-26,794,7,Pending
3344,2024-08-09,312,52,Returned
3345,2022-08-05,344,29,Delivered
3346,2023-09-08,753,23,Cancelled
3347,2024-11-03,264,43,Delivered
3348,2023-05-31,260,24,Delivered
3349,2021-07-18,14,53,Shipped
3350,2023-05-17,309,46,Shipped
3351,2021-01-27,531,50,Returned
3352,2024-09-27,878,54,Cancelled
3353,2021-07-11,496,8,Shipped
3354,2024-10-28,703,34,Returned
3355,2024-04-13,656,2,Processing
3356,2023-04-30,421,55,Processing
3357,2023-01-14,676,10,Shipped
3358,2024-03-06,510,2,Processing
